date,x0_BREAD/BAKERY
2013-06-10,337.32200050354004
2013-06-11,308.57200050354004
2013-06-12,300.1679992675781
2013-06-13,239.456000328064
2013-06-14,271.136999130249
2013-06-17,377.9130001068115
2013-06-18,318.69999980926514
2013-06-19,346.4699993133545
2013-06-20,255.1319999694824
2013-06-21,307.8560009002685
2013-06-24,321.97400093078613
2013-06-25,319.05000019073486
2013-06-26,336.32900047302246
2013-06-27,274.3190002441406
2013-06-28,317.8719997406006
2013-07-01,399.0729999542236
2013-07-02,323.7830009460449
2013-07-03,336.85799980163574
2013-07-04,320.39200019836426
2013-07-05,324.4850006103516
2013-07-08,339.6100006103516
2013-07-09,262.14399909973145
2013-07-10,306.89399909973145
2013-07-11,245.81999969482425
2013-07-12,284.67099952697754
2013-07-15,313.97900009155273
2013-07-16,290.18199920654297
2013-07-17,316.66900062561035
2013-07-18,255.5979995727539
2013-07-19,319.5890007019043
2013-07-22,307.8699998855591
2013-07-23,267.7800006866455
2013-07-24,258.6000003814697
2013-07-25,233.60499954223636
2013-07-26,300.04500007629395
2013-07-29,294.3689994812012
2013-07-30,258.5200004577637
2013-07-31,338.26700019836426
2013-08-01,312.0919990539551
2013-08-02,319.63400077819824
2013-08-05,330.63799953460693
2013-08-06,268.17499923706055
2013-08-07,320.07999992370605
2013-08-08,221.1469993591309
2013-08-09,364.9390001296997
2013-08-12,280.64100074768066
2013-08-13,271.9570007324219
2013-08-14,307.1889991760254
2013-08-15,289.66900062561035
2013-08-16,319.1229991912842
2013-08-19,314.9270000457764
2013-08-20,313.8610000610352
2013-08-21,304.5930004119873
2013-08-22,307.14200019836426
2013-08-23,314.5270004272461
2013-08-26,356.7450008392334
2013-08-27,285.01900005340576
2013-08-28,276.4820003509521
2013-08-29,280.617000579834
2013-08-30,311.61199951171875
2013-09-02,422.89399909973145
2013-09-03,334.95499992370605
2013-09-04,394.382999420166
2013-09-05,285.36400032043457
2013-09-06,337.496000289917
2013-09-09,353.1580009460449
2013-09-10,288.0610008239746
2013-09-11,354.5389995574951
2013-09-12,261.0310001373291
2013-09-13,296.4400005340576
2013-09-16,418.2199993133545
2013-09-17,300.85799980163574
2013-09-18,316.3689994812012
2013-09-19,261.5340003967285
2013-09-20,309.14200019836426
2013-09-23,304.89100074768066
2013-09-24,345.5300006866455
2013-09-25,324.011999130249
2013-09-26,258.742000579834
2013-09-27,314.0639991760254
2013-09-30,336.3120002746582
2013-10-01,364.5389995574951
2013-10-02,419.2959995269776
2013-10-03,285.3549995422363
2013-10-04,312.44700050354004
2013-10-07,350.5599994659424
2013-10-08,290.5629997253418
2013-10-09,334.2250003814697
2013-10-10,224.32399940490723
2013-10-11,314.36599922180176
2013-10-14,286.0590000152588
2013-10-15,296.6259994506836
2013-10-16,357.66699981689453
2013-10-17,247.9860000610352
2013-10-18,257.44700050354004
2013-10-21,345.42099952697754
2013-10-22,297.94799995422363
2013-10-23,348.3430004119873
2013-10-24,252.5300006866455
2013-10-25,312.2479991912842
2013-10-28,337.5599994659424
2013-10-29,273.4729995727539
2013-10-30,310.6860008239746
2013-10-31,288.51099967956543
2013-11-01,273.45899963378906
2013-11-04,344.3400001525879
2013-11-05,325.1800003051758
2013-11-06,340.6739997863769
2013-11-07,254.79199981689453
2013-11-08,342.3780002593994
2013-11-11,386.9879999160767
2013-11-12,278.92899990081787
2013-11-13,281.64100074768066
2013-11-14,258.94799995422363
2013-11-15,357.13899993896484
2013-11-18,348.9810009002685
2013-11-19,322.6219997406006
2013-11-20,368.8269996643066
2013-11-21,275.8010005950928
2013-11-22,303.6949996948242
2013-11-25,367.2740001678467
2013-11-26,306.8040008544922
2013-11-27,324.9239997863769
2013-11-28,288.36400032043457
2013-11-29,320.1299991607666
2013-12-02,381.4610004425049
2013-12-03,340.7229995727539
2013-12-04,326.4179992675781
2013-12-05,284.8439998626709
2013-12-06,331.23399925231934
2013-12-09,360.7159996032715
2013-12-10,309.7749996185303
2013-12-11,427.5130004882813
2013-12-12,226.09900093078613
2013-12-13,333.1319999694824
2013-12-16,346.5319995880127
2013-12-17,365.8010005950928
2013-12-18,351.4330005645752
2013-12-19,316.6480007171631
2013-12-20,302.1609992980957
2013-12-23,315.3099994659424
2013-12-24,259.9099998474121
2013-12-25,0.0
2013-12-26,283.9669990539551
2013-12-27,274.98299980163574
2013-12-30,313.0919990539551
2013-12-31,353.0020008087158
2014-01-01,0.0
2014-01-02,459.2700004577637
2014-01-03,375.11599922180176
2014-01-06,357.8129997253418
2014-01-07,322.08300018310547
2014-01-08,409.58399963378906
2014-01-09,336.6189994812012
2014-01-10,375.9169998168945
2014-01-13,383.943000793457
2014-01-14,304.5979995727539
2014-01-15,364.2549991607666
2014-01-16,328.6830005645752
2014-01-17,356.4090003967285
2014-01-20,364.14399909973145
2014-01-21,330.69700050354004
2014-01-22,379.4939994812012
2014-01-23,284.02599906921387
2014-01-24,366.818000793457
2014-01-27,346.6879997253418
2014-01-28,302.4659996032715
2014-01-29,334.4850006103516
2014-01-30,337.4799995422363
2014-01-31,351.4799995422363
2014-02-03,319.22900009155273
2014-02-04,277.9720001220703
2014-02-05,311.6219997406006
2014-02-06,244.07999992370603
2014-02-07,298.99099922180176
2014-02-10,329.246000289917
2014-02-11,292.9860000610352
2014-02-12,377.8390007019043
2014-02-13,315.6550006866455
2014-02-14,284.38800048828125
2014-02-17,324.996000289917
2014-02-18,319.5699996948242
2014-02-19,361.9080009460449
2014-02-20,244.00900077819824
2014-02-21,290.0340003967285
2014-02-24,391.33399963378906
2014-02-25,248.56999969482425
2014-02-26,327.80699920654297
2014-02-27,311.7310009002685
2014-02-28,364.5849990844727
2014-03-03,318.47800064086914
2014-03-04,448.6079998016357
2014-03-05,364.57799911499023
2014-03-06,346.60799980163574
2014-03-07,325.6520004272461
2014-03-10,366.7019996643066
2014-03-11,380.9349994659424
2014-03-12,344.0610008239746
2014-03-13,267.4820003509521
2014-03-14,379.5990009307861
2014-03-17,481.7439994812012
2014-03-18,333.4079999923706
2014-03-19,363.6520004272461
2014-03-20,309.08099937438965
2014-03-21,364.0540008544922
2014-03-24,397.863000869751
2014-03-25,325.9370002746582
2014-03-26,371.1909999847412
2014-03-27,323.98399925231934
2014-03-28,385.3950004577637
2014-03-31,365.8229999542236
2014-04-01,327.6480007171631
2014-04-02,387.6079998016357
2014-04-03,313.738000869751
2014-04-04,308.6840000152588
2014-04-07,387.88599967956543
2014-04-08,304.2800006866455
2014-04-09,372.83399963378906
2014-04-10,281.6499996185303
2014-04-11,337.1009998321533
2014-04-14,377.69700050354
2014-04-15,282.0489997863769
2014-04-16,343.5380001068115
2014-04-17,344.1590003967285
2014-04-18,246.1840000152588
2014-04-21,345.3360004425049
2014-04-22,343.30699920654297
2014-04-23,359.48399925231934
2014-04-24,300.8769998550415
2014-04-25,340.35899925231934
2014-04-28,356.6100006103516
2014-04-29,328.0289993286133
2014-04-30,318.6770000457764
2014-05-01,393.8269996643066
2014-05-02,331.17499923706055
2014-05-05,367.761999130249
2014-05-06,311.81800079345703
2014-05-07,376.3209991455078
2014-05-08,218.1259994506836
2014-05-09,251.7350006103516
2014-05-12,300.22400093078613
2014-05-13,341.2779998779297
2014-05-14,342.5540008544922
2014-05-15,295.6259994506836
2014-05-16,337.02199935913086
2014-05-19,368.35400009155273
2014-05-20,332.3810005187988
2014-05-21,360.2469997406006
2014-05-22,290.2220001220703
2014-05-23,320.2509994506836
2014-05-26,383.761999130249
2014-05-27,366.1790008544922
2014-05-28,395.6280002593994
2014-05-29,365.6569995880127
2014-05-30,429.7910003662109
2014-06-02,400.5849990844727
2014-06-03,407.4619998931885
2014-06-04,377.8269996643066
2014-06-05,377.5960006713867
2014-06-06,401.0520000457764
2014-06-09,385.2560005187988
2014-06-10,356.3360004425049
2014-06-11,367.6569995880127
2014-06-12,338.01300048828125
2014-06-13,398.818000793457
2014-06-16,445.9330005645752
2014-06-17,363.11400032043457
2014-06-18,364.23100090026855
2014-06-19,354.3390007019043
2014-06-20,380.363000869751
2014-06-23,422.7600002288818
2014-06-24,342.6550006866455
2014-06-25,383.9349994659424
2014-06-26,337.79800033569336
2014-06-27,358.8519992828369
2014-06-30,464.4080009460449
2014-07-01,353.9619998931885
2014-07-02,398.6590003967285
2014-07-03,328.3610000610352
2014-07-04,401.5
2014-07-07,421.8990001678467
2014-07-08,336.1879997253418
2014-07-09,352.19700050354004
2014-07-10,309.4419994354248
2014-07-11,402.9599990844727
2014-07-14,399.9260005950928
2014-07-15,342.8390007019043
2014-07-16,414.42399978637695
2014-07-17,312.38799953460693
2014-07-18,347.1949996948242
2014-07-21,369.1639995574951
2014-07-22,357.51299953460693
2014-07-23,370.2469997406006
2014-07-24,350.82999992370605
2014-07-25,404.89699935913086
2014-07-28,385.136999130249
2014-07-29,369.26899909973145
2014-07-30,342.64299964904785
2014-07-31,353.7440004348755
2014-08-01,441.80699920654297
2014-08-04,418.1280002593994
2014-08-05,385.5650005340576
2014-08-06,359.04000091552734
2014-08-07,336.1550006866455
2014-08-08,412.2350006103516
2014-08-11,409.0130004882813
2014-08-12,333.1969995498657
2014-08-13,330.32999992370605
2014-08-14,336.0089998245239
2014-08-15,342.73299980163574
2014-08-18,413.6049995422363
2014-08-19,331.5249996185303
2014-08-20,390.0919990539551
2014-08-21,402.8269996643066
2014-08-22,370.26899909973145
2014-08-25,408.6909999847412
2014-08-26,351.60999965667725
2014-08-27,374.61400032043457
2014-08-28,326.0380001068115
2014-08-29,382.68199920654297
2014-09-01,444.4599990844727
2014-09-02,487.1660003662109
2014-09-03,464.9389991760254
2014-09-04,358.98900032043457
2014-09-05,455.6049995422363
2014-09-08,423.41500091552734
2014-09-09,448.79999923706055
2014-09-10,481.4420003890991
2014-09-11,368.20400047302246
2014-09-12,435.28700065612793
2014-09-15,597.4909992218018
2014-09-16,458.9799995422363
2014-09-17,496.3409996032715
2014-09-18,387.5760002136231
2014-09-19,413.5669994354248
2014-09-22,479.79800033569336
2014-09-23,414.89200019836426
2014-09-24,442.5830001831055
2014-09-25,343.9060001373291
2014-09-26,515.4390001296997
2014-09-29,543.6999998092651
2014-09-30,441.73999977111816
2014-10-01,607.6969995498657
2014-10-02,536.4280004501343
2014-10-03,486.3120002746582
2014-10-06,501.6499996185303
2014-10-07,569.451000213623
2014-10-08,586.4350004196167
2014-10-09,361.4729995727539
2014-10-10,449.4710006713867
2014-10-13,580.9569997787476
2014-10-14,430.1029996871948
2014-10-15,461.2200002670288
2014-10-16,527.7019996643066
2014-10-17,489.7849998474121
2014-10-20,576.3090000152588
2014-10-21,452.6409997940064
2014-10-22,416.52199935913086
2014-10-23,454.7199993133545
2014-10-24,415.6909999847412
2014-10-27,473.4510002136231
2014-10-28,441.5220003128052
2014-10-29,412.9079999923706
2014-10-30,380.8430004119873
2014-10-31,363.8139991760254
2014-11-03,610.136999130249
2014-11-04,428.5430002212525
2014-11-05,504.23099994659424
2014-11-06,475.2019996643066
2014-11-07,409.496000289917
2014-11-10,457.3409996032715
2014-11-11,437.8629999160767
2014-11-12,424.8159999847412
2014-11-13,366.261999130249
2014-11-14,491.38599967956543
2014-11-17,521.2509994506836
2014-11-18,422.54899978637695
2014-11-19,442.9370002746582
2014-11-20,433.8900003433228
2014-11-21,532.0719995498657
2014-11-24,446.8159999847412
2014-11-25,451.0559997558594
2014-11-26,447.5609998703003
2014-11-27,351.30000019073486
2014-11-28,439.9979991912842
2014-12-01,485.9729995727539
2014-12-02,500.1549997329712
2014-12-03,404.66100025177
2014-12-04,381.2910003662109
2014-12-05,491.48399925231934
2014-12-08,607.1520004272461
2014-12-09,397.26200008392334
2014-12-10,414.7779998779297
2014-12-11,393.6909999847412
2014-12-12,456.2350006103516
2014-12-15,433.2779998779297
2014-12-16,463.5830001831055
2014-12-17,508.82999992370605
2014-12-18,446.9460000991821
2014-12-19,443.80299949646
2014-12-22,422.7350006103516
2014-12-23,446.9619998931885
2014-12-24,305.0629997253418
2014-12-25,0.0
2014-12-26,507.9080009460449
2014-12-29,440.6520004272461
2014-12-30,460.7440004348755
2014-12-31,384.68199920654297
2015-01-01,0.0
2015-01-02,444.33399963378906
2015-01-05,550.7779998779297
2015-01-06,525.0380001068115
2015-01-07,575.53600025177
2015-01-08,430.38599967956543
2015-01-09,379.73400020599365
2015-01-12,480.6409997940064
2015-01-13,452.5220003128052
2015-01-14,433.6190004348755
2015-01-15,372.0989999771118
2015-01-16,500.46399974823
2015-01-19,538.6429996490479
2015-01-20,472.8050003051758
2015-01-21,559.8360004425049
2015-01-22,417.72900009155273
2015-01-23,469.5340003967285
2015-01-26,540.7709999084473
2015-01-27,495.1429996490479
2015-01-28,485.1410007476807
2015-01-29,403.4010000228882
2015-01-30,505.3970003128052
2015-02-02,561.3179998397827
2015-02-03,439.4459991455078
2015-02-04,417.9729995727539
2015-02-05,428.4420003890991
2015-02-06,408.02199935913086
2015-02-09,445.5130004882813
2015-02-10,400.4039993286133
2015-02-11,406.6780004501343
2015-02-12,346.32299995422363
2015-02-13,433.5869998931885
2015-02-16,313.6499996185303
2015-02-17,473.6049995422363
2015-02-18,503.617000579834
2015-02-19,367.9169998168945
2015-02-20,456.4079999923706
2015-02-23,490.23099994659424
2015-02-24,440.2199993133545
2015-02-25,426.7530002593994
2015-02-26,375.3229999542236
2015-02-27,400.88300037384033
2015-03-02,501.496000289917
2015-03-03,479.7510004043579
2015-03-04,514.0559997558594
2015-03-05,412.5089998245239
2015-03-06,454.0520000457764
2015-03-09,555.136999130249
2015-03-10,421.04000091552734
2015-03-11,432.5610008239746
2015-03-12,413.7130002975464
2015-03-13,490.0179996490479
2015-03-16,435.27099990844727
2015-03-17,344.4619998931885
2015-03-18,496.8050003051758
2015-03-19,438.3229999542236
2015-03-20,490.3479995727539
2015-03-23,495.382999420166
2015-03-24,400.3159999847412
2015-03-25,409.55099964141846
2015-03-26,364.0880002975464
2015-03-27,516.6079998016357
2015-03-30,396.4519996643066
2015-03-31,395.48900032043457
2015-04-01,516.7709999084473
2015-04-02,396.539999961853
2015-04-03,380.0329999923706
2015-04-06,520.4670000076294
2015-04-07,426.0699996948242
2015-04-08,460.7329998016357
2015-04-09,486.4489998817444
2015-04-10,598.835000038147
2015-04-13,605.3810000419617
2015-04-14,637.9580000042915
2015-04-15,659.2840000092983
2015-04-16,555.2579999864101
2015-04-17,654.1650000065565
2015-04-20,690.4049999713898
2015-04-21,623.1150000095367
2015-04-22,609.7599999904633
2015-04-23,573.2400000095367
2015-04-24,609.8330000042915
2015-04-27,601.8220000267029
2015-04-28,546.819000005722
2015-04-29,563.2800000011921
2015-04-30,530.6150000095367
2015-05-01,652.0
2015-05-04,721.7029999494553
2015-05-05,658.8220000267029
2015-05-06,745.4979999065399
2015-05-07,561.4449999332428
2015-05-08,604.1849999427795
2015-05-11,615.5219999551773
2015-05-12,604.1960000991821
2015-05-13,671.0
2015-05-14,498.9160000085831
2015-05-15,735.5310000181198
2015-05-18,616.8389999866486
2015-05-19,513.5369999408722
2015-05-20,638.2999999523163
2015-05-21,625.5729999542236
2015-05-22,556.8849999904633
2015-05-25,583.3610000610352
2015-05-26,556.2579998970032
2015-05-27,638.7089999914169
2015-05-28,674.1500000059605
2015-05-29,644.1410000324249
2015-06-01,630.2999999523163
2015-06-02,624.3499999046326
2015-06-03,533.795000076294
2015-06-04,568.5929999351501
2015-06-05,651.7530000209808
2015-06-08,484.90700006484985
2015-06-09,591.680999994278
2015-06-10,638.2580000162125
2015-06-11,547.2360000610352
2015-06-12,603.1559998989105
2015-06-15,569.529000043869
2015-06-16,623.6760001182556
2015-06-17,595.3519999980927
2015-06-18,500.7860000133514
2015-06-19,635.4249999523163
2015-06-22,673.9010000228882
2015-06-23,654.4539999961853
2015-06-24,706.4119999408722
2015-06-25,568.0
2015-06-26,624.5550000071526
2015-06-29,600.0
2015-06-30,565.5400000214577
2015-07-01,820.1739999949932
2015-07-02,684.4010000228882
2015-07-03,751.4630000591278
2015-07-06,832.9360001087189
2015-07-07,282.0
2015-07-08,754.0
2015-07-09,566.0
2015-07-10,582.0
2015-07-13,552.2049999982119
2015-07-14,495.0
2015-07-15,650.2530000209808
2015-07-16,568.0
2015-07-17,646.0
2015-07-20,679.0
2015-07-21,612.0
2015-07-22,634.2800000011921
2015-07-23,540.0
2015-07-24,588.0
2015-07-27,532.0
2015-07-28,610.0
2015-07-29,655.0
2015-07-30,518.0
2015-07-31,624.8109999895096
2015-08-03,615.0
2015-08-04,619.0
2015-08-05,578.0
2015-08-06,513.0
2015-08-07,629.0
2015-08-10,617.9470000267029
2015-08-11,581.0
2015-08-12,631.0
2015-08-13,545.0
2015-08-14,657.0
2015-08-17,548.0110000371933
2015-08-18,486.8899999856949
2015-08-19,595.6849999427795
2015-08-20,551.805999994278
2015-08-21,569.2840000092983
2015-08-24,593.1500000059605
2015-08-25,547.5509999990463
2015-08-26,541.4740000069141
2015-08-27,577.0
2015-08-28,606.0
2015-08-31,631.0110000371933
2015-09-01,679.6520000100136
2015-09-02,667.805999994278
2015-09-03,604.0
2015-09-04,686.2330000400543
2015-09-07,658.8519999980927
2015-09-08,591.3000000119209
2015-09-09,693.0
2015-09-10,631.0
2015-09-11,608.0
2015-09-14,582.2750000059605
2015-09-15,632.9490000009537
2015-09-16,729.0240000002086
2015-09-17,592.0
2015-09-18,557.4779999256134
2015-09-21,588.3810000121593
2015-09-22,638.0
2015-09-23,687.9340000152588
2015-09-24,623.0
2015-09-25,661.5989999771118
2015-09-28,632.0
2015-09-29,597.277999997139
2015-09-30,689.2420001029968
2015-10-01,643.5440000295639
2015-10-02,661.7200000286102
2015-10-05,732.1850000023842
2015-10-06,614.0
2015-10-07,774.0
2015-10-08,586.0
2015-10-09,630.0
2015-10-12,565.0
2015-10-13,525.0
2015-10-14,647.4959999918938
2015-10-15,536.7509999871254
2015-10-16,722.2560000121593
2015-10-19,583.0
2015-10-20,610.4650000035763
2015-10-21,620.0
2015-10-22,535.0
2015-10-23,656.180999994278
2015-10-26,593.0
2015-10-27,572.2910000085831
2015-10-28,473.0
2015-10-29,432.0
2015-10-30,553.0
2015-11-02,489.1650000065565
2015-11-03,758.0
2015-11-04,677.2399999946356
2015-11-05,620.0
2015-11-06,596.0
2015-11-09,692.0
2015-11-10,636.0
2015-11-11,646.0
2015-11-12,556.0
2015-11-13,529.0
2015-11-16,665.0
2015-11-17,512.0
2015-11-18,721.0
2015-11-19,527.0
2015-11-20,686.0
2015-11-23,632.0
2015-11-24,544.0
2015-11-25,561.0
2015-11-26,493.0
2015-11-27,603.0
2015-11-30,550.0
2015-12-01,617.0
2015-12-02,665.0
2015-12-03,586.0
2015-12-04,555.0
2015-12-07,613.0
2015-12-08,590.0
2015-12-09,607.0
2015-12-10,519.0
2015-12-11,536.0
2015-12-14,630.0
2015-12-15,559.0
2015-12-16,702.0
2015-12-17,561.0
2015-12-18,562.0
2015-12-21,681.0
2015-12-22,689.0
2015-12-23,735.0
2015-12-24,572.0
2015-12-25,0.0
2015-12-28,501.0
2015-12-29,585.0
2015-12-30,617.0
2015-12-31,690.5509999990463
