date,store_nbr,family,is_open,is_special,family_sales
2013-01-04,2,EGGS,1,0,188.0
2013-01-04,2,FROZEN FOODS,1,0,69.0
2013-01-04,2,GROCERY I,1,0,2693.0
2013-01-04,2,GROCERY II,1,0,36.0
2013-01-04,2,HARDWARE,1,0,0.0
2013-01-04,2,HOME AND KITCHEN I,1,0,0.0
2013-01-04,2,HOME AND KITCHEN II,1,0,0.0
2013-01-04,2,HOME APPLIANCES,1,0,0.0
2013-01-04,2,HOME CARE,1,0,0.0
2013-01-04,2,LADIESWEAR,1,0,0.0
2013-01-04,2,LAWN AND GARDEN,1,0,2.0
2013-01-04,2,LINGERIE,1,0,15.0
2013-01-04,2,"LIQUOR,WINE,BEER",1,0,75.0
2013-01-04,2,MAGAZINES,1,0,0.0
2013-01-04,2,MEATS,1,0,686.4029938280582
2013-01-04,2,PERSONAL CARE,1,0,188.0
2013-01-04,2,PET SUPPLIES,1,0,0.0
2013-01-04,2,PLAYERS AND ELECTRONICS,1,0,0.0
2013-01-04,2,POULTRY,1,0,305.019006729126
2013-01-04,2,PREPARED FOODS,1,0,78.30300045013428
2013-01-04,2,PRODUCE,1,0,0.0
2013-01-04,2,SCHOOL AND OFFICE SUPPLIES,1,0,0.0
2013-01-04,2,SEAFOOD,1,0,49.83300065994263
2013-01-05,2,AUTOMOTIVE,1,1,4.0
2013-01-05,2,BABY CARE,1,1,0.0
2013-01-05,2,BEAUTY,1,1,9.0
2013-01-05,2,BEVERAGES,1,1,1574.0
2013-01-05,2,BOOKS,1,1,0.0
2013-01-05,2,BREAD/BAKERY,1,1,385.33300018310547
2013-01-05,2,CELEBRATION,1,1,0.0
2013-01-05,2,CLEANING,1,1,1275.0
2013-01-05,2,DAIRY,1,1,587.0
2013-01-05,2,DELI,1,1,247.81100016832352
2013-01-05,2,EGGS,1,1,225.0
2013-01-05,2,FROZEN FOODS,1,1,108.0
2013-01-05,2,GROCERY I,1,1,3540.0
2013-01-05,2,GROCERY II,1,1,35.0
2013-01-05,2,HARDWARE,1,1,0.0
2013-01-05,2,HOME AND KITCHEN I,1,1,0.0
2013-01-05,2,HOME AND KITCHEN II,1,1,0.0
2013-01-05,2,HOME APPLIANCES,1,1,0.0
2013-01-05,2,HOME CARE,1,1,0.0
2013-01-05,2,LADIESWEAR,1,1,0.0
2013-01-05,2,LAWN AND GARDEN,1,1,9.0
2013-01-05,2,LINGERIE,1,1,21.0
2013-01-05,2,"LIQUOR,WINE,BEER",1,1,93.0
2013-01-05,2,MAGAZINES,1,1,0.0
2013-01-05,2,MEATS,1,1,578.1569932103157
2013-01-05,2,PERSONAL CARE,1,1,245.0
2013-01-05,2,PET SUPPLIES,1,1,0.0
2013-01-05,2,PLAYERS AND ELECTRONICS,1,1,0.0
2013-01-05,2,POULTRY,1,1,383.69999861717224
2013-01-05,2,PREPARED FOODS,1,1,82.11199951171875
2013-01-05,2,PRODUCE,1,1,0.0
2013-01-05,2,SCHOOL AND OFFICE SUPPLIES,1,1,0.0
2013-01-05,2,SEAFOOD,1,1,43.96200084686279
2013-01-06,2,AUTOMOTIVE,1,0,4.0
2013-01-06,2,BABY CARE,1,0,0.0
2013-01-06,2,BEAUTY,1,0,6.0
2013-01-06,2,BEVERAGES,1,0,1856.0
2013-01-06,2,BOOKS,1,0,0.0
2013-01-06,2,BREAD/BAKERY,1,0,563.7019996643066
2013-01-06,2,CELEBRATION,1,0,0.0
2013-01-06,2,CLEANING,1,0,1284.0
2013-01-06,2,DAIRY,1,0,621.0
2013-01-06,2,DELI,1,0,263.5800003260374
2013-01-06,2,EGGS,1,0,271.0
2013-01-06,2,FROZEN FOODS,1,0,124.0
2013-01-06,2,GROCERY I,1,0,3789.0
2013-01-06,2,GROCERY II,1,0,48.0
2013-01-06,2,HARDWARE,1,0,3.0
2013-01-06,2,HOME AND KITCHEN I,1,0,0.0
2013-01-06,2,HOME AND KITCHEN II,1,0,0.0
2013-01-06,2,HOME APPLIANCES,1,0,0.0
2013-01-06,2,HOME CARE,1,0,0.0
2013-01-06,2,LADIESWEAR,1,0,0.0
2013-01-06,2,LAWN AND GARDEN,1,0,12.0
2013-01-06,2,LINGERIE,1,0,17.0
2013-01-06,2,"LIQUOR,WINE,BEER",1,0,0.0
2013-01-06,2,MAGAZINES,1,0,0.0
2013-01-06,2,MEATS,1,0,532.9029996991158
2013-01-06,2,PERSONAL CARE,1,0,264.0
2013-01-06,2,PET SUPPLIES,1,0,0.0
2013-01-06,2,PLAYERS AND ELECTRONICS,1,0,0.0
2013-01-06,2,POULTRY,1,0,389.6690046787262
2013-01-06,2,PREPARED FOODS,1,0,119.35899925231934
2013-01-06,2,PRODUCE,1,0,0.0
2013-01-06,2,SCHOOL AND OFFICE SUPPLIES,1,0,0.0
2013-01-06,2,SEAFOOD,1,0,23.259000301361084
2013-01-07,2,AUTOMOTIVE,1,0,4.0
2013-01-07,2,BABY CARE,1,0,0.0
2013-01-07,2,BEAUTY,1,0,4.0
2013-01-07,2,BEVERAGES,1,0,1033.0
2013-01-07,2,BOOKS,1,0,0.0
2013-01-07,2,BREAD/BAKERY,1,0,360.9309997558594
2013-01-07,2,CELEBRATION,1,0,0.0
2013-01-07,2,CLEANING,1,0,810.0
2013-01-07,2,DAIRY,1,0,364.0
2013-01-07,2,DELI,1,0,146.9630000591278
2013-01-07,2,EGGS,1,0,159.0
2013-01-07,2,FROZEN FOODS,1,0,79.0
2013-01-07,2,GROCERY I,1,0,2554.0
2013-01-07,2,GROCERY II,1,0,10.0
2013-01-07,2,HARDWARE,1,0,0.0
2013-01-07,2,HOME AND KITCHEN I,1,0,0.0
2013-01-07,2,HOME AND KITCHEN II,1,0,0.0
2013-01-07,2,HOME APPLIANCES,1,0,0.0
2013-01-07,2,HOME CARE,1,0,0.0
2013-01-07,2,LADIESWEAR,1,0,0.0
2013-01-07,2,LAWN AND GARDEN,1,0,3.0
2013-01-07,2,LINGERIE,1,0,16.0
2013-01-07,2,"LIQUOR,WINE,BEER",1,0,32.0
2013-01-07,2,MAGAZINES,1,0,0.0
2013-01-07,2,MEATS,1,0,549.9809976816177
2013-01-07,2,PERSONAL CARE,1,0,191.0
2013-01-07,2,PET SUPPLIES,1,0,0.0
2013-01-07,2,PLAYERS AND ELECTRONICS,1,0,0.0
2013-01-07,2,POULTRY,1,0,255.37900114059448
2013-01-07,2,PREPARED FOODS,1,0,46.31599998474121
2013-01-07,2,PRODUCE,1,0,0.0
2013-01-07,2,SCHOOL AND OFFICE SUPPLIES,1,0,0.0
2013-01-07,2,SEAFOOD,1,0,20.400999546051025
2013-01-08,2,AUTOMOTIVE,1,0,0.0
2013-01-08,2,BABY CARE,1,0,0.0
2013-01-08,2,BEAUTY,1,0,4.0
2013-01-08,2,BEVERAGES,1,0,990.0
2013-01-08,2,BOOKS,1,0,0.0
2013-01-08,2,BREAD/BAKERY,1,0,299.29100036621094
2013-01-08,2,CELEBRATION,1,0,0.0
2013-01-08,2,CLEANING,1,0,737.0
2013-01-08,2,DAIRY,1,0,423.0
2013-01-08,2,DELI,1,0,141.01300024986267
2013-01-08,2,EGGS,1,0,130.0
2013-01-08,2,FROZEN FOODS,1,0,77.0
2013-01-08,2,GROCERY I,1,0,2246.0
2013-01-08,2,GROCERY II,1,0,28.0
2013-01-08,2,HARDWARE,1,0,0.0
2013-01-08,2,HOME AND KITCHEN I,1,0,0.0
2013-01-08,2,HOME AND KITCHEN II,1,0,0.0
2013-01-08,2,HOME APPLIANCES,1,0,0.0
2013-01-08,2,HOME CARE,1,0,0.0
2013-01-08,2,LADIESWEAR,1,0,0.0
2013-01-08,2,LAWN AND GARDEN,1,0,5.0
2013-01-08,2,LINGERIE,1,0,20.0
2013-01-08,2,"LIQUOR,WINE,BEER",1,0,38.0
2013-01-08,2,MAGAZINES,1,0,0.0
2013-01-08,2,MEATS,1,0,470.65300208330154
2013-01-08,2,PERSONAL CARE,1,0,162.0
2013-01-08,2,PET SUPPLIES,1,0,0.0
2013-01-08,2,PLAYERS AND ELECTRONICS,1,0,0.0
2013-01-08,2,POULTRY,1,0,200.62599754333496
2013-01-08,2,PREPARED FOODS,1,0,71.66499996185303
2013-01-08,2,PRODUCE,1,0,0.0
2013-01-08,2,SCHOOL AND OFFICE SUPPLIES,1,0,0.0
2013-01-08,2,SEAFOOD,1,0,16.319000244140625
2013-01-09,2,AUTOMOTIVE,1,0,0.0
2013-01-09,2,BABY CARE,1,0,0.0
2013-01-09,2,BEAUTY,1,0,6.0
2013-01-09,2,BEVERAGES,1,0,961.0
2013-01-09,2,BOOKS,1,0,0.0
2013-01-09,2,BREAD/BAKERY,1,0,306.9290008544922
2013-01-09,2,CELEBRATION,1,0,0.0
2013-01-09,2,CLEANING,1,0,899.0
2013-01-09,2,DAIRY,1,0,496.0
2013-01-09,2,DELI,1,0,153.76000023633242
2013-01-09,2,EGGS,1,0,143.0
2013-01-09,2,FROZEN FOODS,1,0,63.0
2013-01-09,2,GROCERY I,1,0,2554.0
2013-01-09,2,GROCERY II,1,0,15.0
2013-01-09,2,HARDWARE,1,0,0.0
2013-01-09,2,HOME AND KITCHEN I,1,0,0.0
2013-01-09,2,HOME AND KITCHEN II,1,0,0.0
2013-01-09,2,HOME APPLIANCES,1,0,0.0
2013-01-09,2,HOME CARE,1,0,0.0
2013-01-09,2,LADIESWEAR,1,0,0.0
2013-01-09,2,LAWN AND GARDEN,1,0,10.0
2013-01-09,2,LINGERIE,1,0,11.0
2013-01-09,2,"LIQUOR,WINE,BEER",1,0,23.0
2013-01-09,2,MAGAZINES,1,0,0.0
2013-01-09,2,MEATS,1,0,477.2219994366169
2013-01-09,2,PERSONAL CARE,1,0,214.0
2013-01-09,2,PET SUPPLIES,1,0,0.0
2013-01-09,2,PLAYERS AND ELECTRONICS,1,0,0.0
2013-01-09,2,POULTRY,1,0,275.2849990129471
2013-01-09,2,PREPARED FOODS,1,0,61.960999965667725
2013-01-09,2,PRODUCE,1,0,0.0
2013-01-09,2,SCHOOL AND OFFICE SUPPLIES,1,0,0.0
2013-01-09,2,SEAFOOD,1,0,17.358999997377396
2013-01-10,2,AUTOMOTIVE,1,0,1.0
2013-01-10,2,BABY CARE,1,0,0.0
2013-01-10,2,BEAUTY,1,0,4.0
2013-01-10,2,BEVERAGES,1,0,1006.0
2013-01-10,2,BOOKS,1,0,0.0
2013-01-10,2,BREAD/BAKERY,1,0,231.36400032043457
2013-01-10,2,CELEBRATION,1,0,0.0
2013-01-10,2,CLEANING,1,0,769.0
2013-01-10,2,DAIRY,1,0,385.0
2013-01-10,2,DELI,1,0,155.91199995577335
2013-01-10,2,EGGS,1,0,129.0
2013-01-10,2,FROZEN FOODS,1,0,44.0
2013-01-10,2,GROCERY I,1,0,1856.0
2013-01-10,2,GROCERY II,1,0,14.0
2013-01-10,2,HARDWARE,1,0,0.0
2013-01-10,2,HOME AND KITCHEN I,1,0,0.0
2013-01-10,2,HOME AND KITCHEN II,1,0,0.0
2013-01-10,2,HOME APPLIANCES,1,0,0.0
2013-01-10,2,HOME CARE,1,0,0.0
2013-01-10,2,LADIESWEAR,1,0,0.0
2013-01-10,2,LAWN AND GARDEN,1,0,12.0
2013-01-10,2,LINGERIE,1,0,16.0
2013-01-10,2,"LIQUOR,WINE,BEER",1,0,42.0
2013-01-10,2,MAGAZINES,1,0,0.0
2013-01-10,2,MEATS,1,0,473.38499879837036
2013-01-10,2,PERSONAL CARE,1,0,113.0
2013-01-10,2,PET SUPPLIES,1,0,0.0
2013-01-10,2,PLAYERS AND ELECTRONICS,1,0,0.0
2013-01-10,2,POULTRY,1,0,188.69300317764282
2013-01-10,2,PREPARED FOODS,1,0,60.527000427246094
2013-01-10,2,PRODUCE,1,0,0.0
2013-01-10,2,SCHOOL AND OFFICE SUPPLIES,1,0,0.0
2013-01-10,2,SEAFOOD,1,0,18.52300000190735
2013-01-11,2,AUTOMOTIVE,1,0,3.0
2013-01-11,2,BABY CARE,1,0,0.0
2013-01-11,2,BEAUTY,1,0,2.0
2013-01-11,2,BEVERAGES,1,0,1238.0
2013-01-11,2,BOOKS,1,0,0.0
2013-01-11,2,BREAD/BAKERY,1,0,282.9290008544922
2013-01-11,2,CELEBRATION,1,0,0.0
2013-01-11,2,CLEANING,1,0,737.0
2013-01-11,2,DAIRY,1,0,420.0
2013-01-11,2,DELI,1,0,197.62599985301495
2013-01-11,2,EGGS,1,0,130.0
2013-01-11,2,FROZEN FOODS,1,0,83.0
2013-01-11,2,GROCERY I,1,0,2112.0
2013-01-11,2,GROCERY II,1,0,19.0
2013-01-11,2,HARDWARE,1,0,0.0
2013-01-11,2,HOME AND KITCHEN I,1,0,0.0
2013-01-11,2,HOME AND KITCHEN II,1,0,0.0
2013-01-11,2,HOME APPLIANCES,1,0,0.0
2013-01-11,2,HOME CARE,1,0,0.0
2013-01-11,2,LADIESWEAR,1,0,0.0
2013-01-11,2,LAWN AND GARDEN,1,0,1.0
2013-01-11,2,LINGERIE,1,0,13.0
2013-01-11,2,"LIQUOR,WINE,BEER",1,0,69.0
2013-01-11,2,MAGAZINES,1,0,0.0
2013-01-11,2,MEATS,1,0,583.3399941027164
2013-01-11,2,PERSONAL CARE,1,0,125.0
2013-01-11,2,PET SUPPLIES,1,0,0.0
2013-01-11,2,PLAYERS AND ELECTRONICS,1,0,0.0
2013-01-11,2,POULTRY,1,0,267.26700019836426
2013-01-11,2,PREPARED FOODS,1,0,81.54399967193604
2013-01-11,2,PRODUCE,1,0,0.0
2013-01-11,2,SCHOOL AND OFFICE SUPPLIES,1,0,0.0
2013-01-11,2,SEAFOOD,1,0,37.12100028991699
2013-01-12,2,AUTOMOTIVE,1,1,5.0
2013-01-12,2,BABY CARE,1,1,0.0
2013-01-12,2,BEAUTY,1,1,4.0
2013-01-12,2,BEVERAGES,1,1,1553.0
2013-01-12,2,BOOKS,1,1,0.0
2013-01-12,2,BREAD/BAKERY,1,1,365.8390007019043
2013-01-12,2,CELEBRATION,1,1,0.0
2013-01-12,2,CLEANING,1,1,979.0
2013-01-12,2,DAIRY,1,1,538.0
2013-01-12,2,DELI,1,1,176.5680002272129
2013-01-12,2,EGGS,1,1,196.0
2013-01-12,2,FROZEN FOODS,1,1,123.0
2013-01-12,2,GROCERY I,1,1,2858.0
2013-01-12,2,GROCERY II,1,1,28.0
2013-01-12,2,HARDWARE,1,1,0.0
2013-01-12,2,HOME AND KITCHEN I,1,1,0.0
2013-01-12,2,HOME AND KITCHEN II,1,1,0.0
2013-01-12,2,HOME APPLIANCES,1,1,0.0
2013-01-12,2,HOME CARE,1,1,0.0
2013-01-12,2,LADIESWEAR,1,1,0.0
2013-01-12,2,LAWN AND GARDEN,1,1,2.0
2013-01-12,2,LINGERIE,1,1,17.0
2013-01-12,2,"LIQUOR,WINE,BEER",1,1,138.0
2013-01-12,2,MAGAZINES,1,1,0.0
2013-01-12,2,MEATS,1,1,514.7340099215508
2013-01-12,2,PERSONAL CARE,1,1,194.0
2013-01-12,2,PET SUPPLIES,1,1,0.0
2013-01-12,2,PLAYERS AND ELECTRONICS,1,1,0.0
2013-01-12,2,POULTRY,1,1,293.71000123023987
2013-01-12,2,PREPARED FOODS,1,1,118.97200012207031
2013-01-12,2,PRODUCE,1,1,0.0
2013-01-12,2,SCHOOL AND OFFICE SUPPLIES,1,1,0.0
2013-01-12,2,SEAFOOD,1,1,25.203999757766724
2013-01-13,2,AUTOMOTIVE,1,0,2.0
2013-01-13,2,BABY CARE,1,0,0.0
2013-01-13,2,BEAUTY,1,0,2.0
2013-01-13,2,BEVERAGES,1,0,1755.0
2013-01-13,2,BOOKS,1,0,0.0
2013-01-13,2,BREAD/BAKERY,1,0,557.0069999694824
2013-01-13,2,CELEBRATION,1,0,0.0
2013-01-13,2,CLEANING,1,0,1205.0
2013-01-13,2,DAIRY,1,0,527.0
2013-01-13,2,DELI,1,0,283.4569997191429
2013-01-13,2,EGGS,1,0,264.0
2013-01-13,2,FROZEN FOODS,1,0,142.0
2013-01-13,2,GROCERY I,1,0,3759.0
2013-01-13,2,GROCERY II,1,0,17.0
2013-01-13,2,HARDWARE,1,0,0.0
2013-01-13,2,HOME AND KITCHEN I,1,0,0.0
2013-01-13,2,HOME AND KITCHEN II,1,0,0.0
2013-01-13,2,HOME APPLIANCES,1,0,0.0
2013-01-13,2,HOME CARE,1,0,0.0
2013-01-13,2,LADIESWEAR,1,0,0.0
2013-01-13,2,LAWN AND GARDEN,1,0,7.0
2013-01-13,2,LINGERIE,1,0,11.0
2013-01-13,2,"LIQUOR,WINE,BEER",1,0,0.0
2013-01-13,2,MAGAZINES,1,0,0.0
2013-01-13,2,MEATS,1,0,600.2950003147125
2013-01-13,2,PERSONAL CARE,1,0,253.0
2013-01-13,2,PET SUPPLIES,1,0,0.0
2013-01-13,2,PLAYERS AND ELECTRONICS,1,0,0.0
2013-01-13,2,POULTRY,1,0,374.65900349617004
2013-01-13,2,PREPARED FOODS,1,0,103.33300018310547
2013-01-13,2,PRODUCE,1,0,0.0
2013-01-13,2,SCHOOL AND OFFICE SUPPLIES,1,0,0.0
2013-01-13,2,SEAFOOD,1,0,35.4369997382164
2013-01-14,2,AUTOMOTIVE,1,0,0.0
2013-01-14,2,BABY CARE,1,0,0.0
2013-01-14,2,BEAUTY,1,0,3.0
2013-01-14,2,BEVERAGES,1,0,1111.0
2013-01-14,2,BOOKS,1,0,0.0
2013-01-14,2,BREAD/BAKERY,1,0,335.7800006866455
2013-01-14,2,CELEBRATION,1,0,0.0
2013-01-14,2,CLEANING,1,0,781.0
2013-01-14,2,DAIRY,1,0,352.0
2013-01-14,2,DELI,1,0,158.89199995994568
2013-01-14,2,EGGS,1,0,140.0
2013-01-14,2,FROZEN FOODS,1,0,76.0
2013-01-14,2,GROCERY I,1,0,2043.0
2013-01-14,2,GROCERY II,1,0,17.0
2013-01-14,2,HARDWARE,1,0,0.0
2013-01-14,2,HOME AND KITCHEN I,1,0,0.0
2013-01-14,2,HOME AND KITCHEN II,1,0,0.0
2013-01-14,2,HOME APPLIANCES,1,0,0.0
2013-01-14,2,HOME CARE,1,0,0.0
2013-01-14,2,LADIESWEAR,1,0,0.0
2013-01-14,2,LAWN AND GARDEN,1,0,0.0
2013-01-14,2,LINGERIE,1,0,21.0
2013-01-14,2,"LIQUOR,WINE,BEER",1,0,18.0
2013-01-14,2,MAGAZINES,1,0,0.0
2013-01-14,2,MEATS,1,0,405.7330015897751
2013-01-14,2,PERSONAL CARE,1,0,143.0
2013-01-14,2,PET SUPPLIES,1,0,0.0
2013-01-14,2,PLAYERS AND ELECTRONICS,1,0,0.0
2013-01-14,2,POULTRY,1,0,189.92700004577637
2013-01-14,2,PREPARED FOODS,1,0,68.9350004196167
2013-01-14,2,PRODUCE,1,0,0.0
2013-01-14,2,SCHOOL AND OFFICE SUPPLIES,1,0,0.0
2013-01-14,2,SEAFOOD,1,0,22.950000047683716
2013-01-15,2,AUTOMOTIVE,1,0,0.0
2013-01-15,2,BABY CARE,1,0,0.0
2013-01-15,2,BEAUTY,1,0,4.0
2013-01-15,2,BEVERAGES,1,0,850.0
2013-01-15,2,BOOKS,1,0,0.0
2013-01-15,2,BREAD/BAKERY,1,0,244.40900039672852
2013-01-15,2,CELEBRATION,1,0,0.0
2013-01-15,2,CLEANING,1,0,779.0
2013-01-15,2,DAIRY,1,0,331.0
2013-01-15,2,DELI,1,0,152.2919994443655
2013-01-15,2,EGGS,1,0,117.0
2013-01-15,2,FROZEN FOODS,1,0,52.0
2013-01-15,2,GROCERY I,1,0,2146.0
2013-01-15,2,GROCERY II,1,0,12.0
2013-01-15,2,HARDWARE,1,0,0.0
2013-01-15,2,HOME AND KITCHEN I,1,0,0.0
2013-01-15,2,HOME AND KITCHEN II,1,0,0.0
2013-01-15,2,HOME APPLIANCES,1,0,0.0
2013-01-15,2,HOME CARE,1,0,0.0
2013-01-15,2,LADIESWEAR,1,0,0.0
2013-01-15,2,LAWN AND GARDEN,1,0,5.0
2013-01-15,2,LINGERIE,1,0,14.0
2013-01-15,2,"LIQUOR,WINE,BEER",1,0,49.0
2013-01-15,2,MAGAZINES,1,0,0.0
2013-01-15,2,MEATS,1,0,499.73499432206154
2013-01-15,2,PERSONAL CARE,1,0,130.0
2013-01-15,2,PET SUPPLIES,1,0,0.0
2013-01-15,2,PLAYERS AND ELECTRONICS,1,0,0.0
2013-01-15,2,POULTRY,1,0,253.46900355815887
2013-01-15,2,PREPARED FOODS,1,0,64.86200046539307
2013-01-15,2,PRODUCE,1,0,0.0
2013-01-15,2,SCHOOL AND OFFICE SUPPLIES,1,0,0.0
2013-01-15,2,SEAFOOD,1,0,29.747999668121338
2013-01-16,2,AUTOMOTIVE,1,0,3.0
2013-01-16,2,BABY CARE,1,0,0.0
2013-01-16,2,BEAUTY,1,0,5.0
2013-01-16,2,BEVERAGES,1,0,970.0
2013-01-16,2,BOOKS,1,0,0.0
2013-01-16,2,BREAD/BAKERY,1,0,334.92700004577637
2013-01-16,2,CELEBRATION,1,0,0.0
2013-01-16,2,CLEANING,1,0,864.0
2013-01-16,2,DAIRY,1,0,451.0
2013-01-16,2,DELI,1,0,161.69500015676022
2013-01-16,2,EGGS,1,0,193.0
2013-01-16,2,FROZEN FOODS,1,0,70.0
2013-01-16,2,GROCERY I,1,0,2858.0
2013-01-16,2,GROCERY II,1,0,11.0
2013-01-16,2,HARDWARE,1,0,0.0
2013-01-16,2,HOME AND KITCHEN I,1,0,0.0
2013-01-16,2,HOME AND KITCHEN II,1,0,0.0
2013-01-16,2,HOME APPLIANCES,1,0,0.0
2013-01-16,2,HOME CARE,1,0,0.0
2013-01-16,2,LADIESWEAR,1,0,0.0
2013-01-16,2,LAWN AND GARDEN,1,0,11.0
2013-01-16,2,LINGERIE,1,0,4.0
2013-01-16,2,"LIQUOR,WINE,BEER",1,0,64.0
2013-01-16,2,MAGAZINES,1,0,0.0
2013-01-16,2,MEATS,1,0,557.7299954891205
